wifiMAC,time,Status,VRMS A,VRMS B,VRMS C,IRMS A,IRMS B,IRMS C,Active Power(W) A,Active Power(W) B,Active Power(W) C,Active Energy(WHR) A,Active Energy(WHR) B,Active Energy(WHR) C,Reactive Power(VAR) A,Reactive Power(VAR) B,Reactive Power(VAR) C,Reactive Energy(AHHR) A,Reactive Energy(AHHR) B,Reactive Energy(AHHR) C,Apparent Power(VA) A,Apparent Power(VA) B,Apparent Power(VA) C,Apparent Energy(VARHR) A,Apparent Energy(VARHR) B,Apparent Energy(VARHR) C,VTHD A,VTHD B,VTHD C,ITHD A,ITHD B,ITHD C,Power Factor A,Power Factor B,Power Factor C
serial: dc:a6:32:89:f2:d0,2023-08-14 06:12,Normal,118.27,123.76,123.47,0.08,0.08,0.11,24.32,6.05,28.17,0.01,0.00,0.01,217.78,-127.19,49.28,0.06,-0.04,0.01,156.05,165.91,225.17,0.04,0.04,0.06,0.44,1.90,1.58,100.00,400.00,400.00,0.09,1.98,0.07
serial: dc:a6:32:89:f2:d0,2023-08-14 06:13,Normal,118.46,123.95,123.66,0.08,0.08,0.11,23.29,4.16,26.61,0.01,0.00,0.01,206.12,-133.83,57.25,0.06,-0.04,0.02,152.43,173.44,228.97,0.04,0.05,0.06,0.37,1.77,1.50,100.00,400.00,400.00,0.09,1.98,0.07
serial: dc:a6:32:89:f2:d0,2023-08-14 06:14,Normal,118.63,124.12,123.80,0.08,0.08,0.11,29.31,7.12,37.58,0.01,0.00,0.02,240.36,-132.20,34.97,0.07,-0.04,0.01,160.33,166.26,229.06,0.04,0.05,0.06,0.37,1.69,1.23,100.00,400.00,400.00,0.10,1.98,0.09
serial: dc:a6:32:89:f2:d0,2023-08-14 06:15,Normal,118.75,124.21,123.90,0.08,0.08,0.11,27.57,6.77,36.57,0.01,0.00,0.02,237.55,-132.35,38.07,0.07,-0.04,0.01,160.80,166.52,228.62,0.04,0.05,0.06,0.37,1.47,1.25,100.00,400.00,400.00,0.10,1.98,0.09
serial: dc:a6:32:89:f2:d0,2023-08-14 06:16,Normal,118.66,124.09,123.83,0.08,0.08,0.11,27.65,2.55,30.76,0.01,0.00,0.02,250.54,-131.76,28.62,0.07,-0.04,0.01,158.70,169.96,234.76,0.04,0.05,0.06,0.37,1.56,1.46,100.00,400.00,400.00,0.11,1.98,0.10
serial: dc:a6:32:89:f2:d0,2023-08-14 06:17,Normal,118.63,124.12,123.83,0.08,0.08,0.11,30.32,5.66,34.47,0.01,0.00,0.01,223.98,-124.83,46.48,0.06,-0.03,0.01,162.34,164.22,226.84,0.04,0.04,0.06,0.41,1.63,1.06,100.00,400.00,400.00,0.09,1.98,0.07
serial: dc:a6:32:89:f2:d0,2023-08-14 06:18,Normal,118.54,124.00,123.73,0.08,0.08,0.11,25.28,6.57,26.01,0.01,0.00,0.01,225.75,-130.28,45.30,0.06,-0.04,0.01,156.12,171.91,230.47,0.04,0.05,0.06,0.33,1.75,1.29,100.00,400.00,400.00,0.09,1.98,0.07
serial: dc:a6:32:89:f2:d0,2023-08-14 06:19,Normal,118.56,124.02,123.73,0.08,0.08,0.11,25.94,6.76,29.72,0.01,0.00,0.02,242.86,-131.91,36.89,0.07,-0.04,0.01,156.63,171.46,229.78,0.04,0.05,0.06,0.38,1.45,1.31,100.00,400.00,400.00,0.10,1.98,0.09
serial: dc:a6:32:89:f2:d0,2023-08-14 06:20,Normal,118.58,124.07,123.76,0.08,0.08,0.11,32.85,6.63,35.41,0.01,0.00,0.02,247.00,-127.33,36.59,0.07,-0.04,0.01,165.91,166.43,229.73,0.04,0.04,0.06,0.32,1.44,1.20,100.00,400.00,400.00,0.11,1.98,0.09
serial: dc:a6:32:89:f2:d0,2023-08-14 06:21,Normal,118.63,124.09,123.80,0.08,0.08,0.11,32.13,3.61,36.42,0.01,0.00,0.02,246.85,-129.69,36.89,0.07,-0.04,0.01,163.45,169.93,234.63,0.04,0.05,0.06,0.39,1.67,1.49,100.00,400.00,400.00,0.11,1.98,0.09
serial: dc:a6:32:89:f2:d0,2023-08-14 06:22,Normal,118.66,124.09,123.80,0.08,0.08,0.11,21.39,4.96,20.86,0.01,0.00,0.01,207.30,-125.56,60.05,0.06,-0.03,0.02,162.09,164.35,224.28,0.04,0.05,0.06,0.38,1.88,1.35,100.00,400.00,400.00,0.07,1.99,0.06
serial: dc:a6:32:89:f2:d0,2023-08-14 06:23,Normal,118.71,124.19,123.90,0.08,0.08,0.11,24.15,4.15,25.72,0.01,0.00,0.01,214.09,-131.91,51.35,0.06,-0.04,0.01,164.31,164.24,228.59,0.04,0.05,0.06,0.38,1.69,1.47,100.00,400.00,400.00,0.08,1.98,0.07
serial: dc:a6:32:89:f2:d0,2023-08-14 06:24,Normal,118.73,124.21,123.92,0.08,0.08,0.11,22.72,1.24,25.33,0.01,0.00,0.01,216.01,-133.68,55.77,0.06,-0.04,0.02,158.43,169.69,231.72,0.04,0.05,0.06,0.39,1.68,1.59,100.00,400.00,400.00,0.08,1.99,0.06
serial: dc:a6:32:89:f2:d0,2023-08-14 06:25,Normal,118.71,124.17,123.90,0.08,0.08,0.11,28.25,4.66,30.76,0.01,0.00,0.01,225.01,-121.28,50.17,0.06,-0.03,0.01,159.04,168.57,228.48,0.04,0.04,0.06,0.37,1.60,1.50,100.00,400.00,400.00,0.09,1.99,0.07
serial: dc:a6:32:89:f2:d0,2023-08-14 06:26,Normal,118.66,124.14,123.85,0.08,0.08,0.11,30.61,4.18,36.88,0.01,0.00,0.02,247.73,-125.71,35.71,0.07,-0.03,0.01,162.91,166.07,231.13,0.05,0.05,0.06,0.38,1.73,1.34,100.00,400.00,400.00,0.11,1.98,0.09
serial: dc:a6:32:89:f2:d0,2023-08-14 06:27,Normal,118.80,124.26,124.00,0.08,0.08,0.11,28.30,6.39,31.91,0.01,0.00,0.01,232.54,-127.48,43.23,0.06,-0.04,0.01,156.99,166.83,224.18,0.04,0.05,0.06,0.40,1.72,1.43,100.00,400.00,400.00,0.10,1.98,0.08
serial: dc:a6:32:89:f2:d0,2023-08-14 06:28,Normal,118.92,124.43,124.14,0.08,0.08,0.11,30.96,6.35,32.38,0.01,0.00,0.01,228.11,-128.37,43.97,0.06,-0.04,0.01,159.72,166.41,228.09,0.04,0.05,0.06,0.40,1.50,1.24,100.00,400.00,400.00,0.09,1.98,0.07
serial: dc:a6:32:89:f2:d0,2023-08-14 06:29,Normal,118.83,124.31,124.00,0.08,0.08,0.11,34.56,6.07,40.58,0.01,0.00,0.02,247.29,-130.88,36.74,0.07,-0.04,0.01,164.02,169.51,232.31,0.04,0.05,0.06,0.39,1.66,1.22,100.00,400.00,400.00,0.11,1.98,0.09
serial: dc:a6:32:89:f2:d0,2023-08-14 06:30,Normal,118.83,124.31,124.05,0.08,0.08,0.11,30.52,5.55,40.35,0.01,0.00,0.01,233.72,-127.78,41.31,0.06,-0.04,0.01,161.24,166.66,228.36,0.04,0.05,0.06,0.35,1.68,1.31,100.00,400.00,400.00,0.10,1.98,0.08
serial: dc:a6:32:89:f2:d0,2023-08-14 06:31,Normal,118.85,124.31,124.05,0.08,0.08,0.11,34.48,4.17,42.05,0.01,0.00,0.02,239.32,-127.78,37.62,0.07,-0.04,0.01,162.93,171.06,234.95,0.04,0.05,0.06,0.34,1.55,1.45,100.00,400.00,400.00,0.11,1.99,0.09
serial: dc:a6:32:89:f2:d0,2023-08-14 06:32,Normal,118.71,124.17,123.88,0.08,0.08,0.11,28.68,6.66,32.53,0.01,0.00,0.01,234.90,-124.09,46.18,0.07,-0.03,0.01,158.69,165.84,226.09,0.04,0.05,0.06,0.33,1.74,1.54,100.00,400.00,400.00,0.10,1.99,0.08
serial: dc:a6:32:89:f2:d0,2023-08-14 06:33,Normal,118.63,124.09,123.78,0.08,0.08,0.11,27.63,6.69,33.27,0.01,0.00,0.01,235.78,-125.56,37.03,0.07,-0.03,0.01,161.38,165.07,224.23,0.04,0.04,0.06,0.36,1.54,1.41,100.00,400.00,400.00,0.10,1.98,0.09
serial: dc:a6:32:89:f2:d0,2023-08-14 06:34,Normal,118.63,124.09,123.83,0.08,0.08,0.11,34.26,3.55,35.84,0.01,0.00,0.02,256.59,-128.66,33.94,0.07,-0.04,0.01,165.05,163.09,233.36,0.05,0.05,0.06,0.40,1.86,1.31,100.00,400.00,400.00,0.11,1.98,0.09
serial: dc:a6:32:89:f2:d0,2023-08-14 06:35,Normal,118.63,124.09,123.80,0.08,0.08,0.11,30.69,6.50,37.30,0.01,0.00,0.02,246.26,-126.45,32.31,0.07,-0.04,0.01,161.84,164.87,227.64,0.04,0.05,0.06,0.37,1.60,1.57,100.00,400.00,400.00,0.11,1.98,0.09
serial: dc:a6:32:89:f2:d0,2023-08-14 06:36,Normal,118.75,124.19,123.92,0.08,0.08,0.11,32.83,6.37,40.00,0.01,0.00,0.02,247.73,-128.51,33.94,0.07,-0.04,0.01,164.64,165.77,230.60,0.04,0.05,0.06,0.38,1.49,1.28,100.00,400.00,400.00,0.11,1.98,0.09
serial: dc:a6:32:89:f2:d0,2023-08-14 06:37,Normal,118.83,124.31,124.02,0.08,0.08,0.11,29.13,4.85,32.36,0.01,0.00,0.01,245.22,-125.27,37.92,0.07,-0.03,0.01,159.51,163.41,228.33,0.04,0.04,0.06,0.38,1.66,1.51,100.00,400.00,400.00,0.11,1.98,0.09
serial: dc:a6:32:89:f2:d0,2023-08-14 06:38,Normal,118.75,124.24,123.95,0.08,0.08,0.11,28.63,6.74,37.96,0.01,0.00,0.01,234.60,-126.01,36.59,0.07,-0.04,0.01,160.43,161.51,223.87,0.04,0.04,0.06,0.38,1.76,1.36,100.00,400.00,400.00,0.10,1.98,0.09
serial: dc:a6:32:89:f2:d0,2023-08-14 06:39,Normal,118.66,124.12,123.85,0.08,0.08,0.11,27.28,4.75,34.34,0.01,0.00,0.01,222.95,-123.50,41.02,0.06,-0.03,0.01,160.55,168.10,231.16,0.04,0.04,0.06,0.38,1.85,1.41,100.00,400.00,400.00,0.09,1.98,0.08
serial: dc:a6:32:89:f2:d0,2023-08-14 06:40,Normal,118.63,124.07,123.80,0.08,0.08,0.11,27.23,0.75,29.67,0.01,0.00,0.01,224.57,-124.09,50.61,0.06,-0.03,0.01,158.32,160.64,229.00,0.04,0.05,0.06,0.40,1.66,1.52,100.00,400.00,400.00,0.09,1.99,0.07
serial: dc:a6:32:89:f2:d0,2023-08-14 06:41,Normal,118.61,124.05,123.78,0.08,0.08,0.11,30.36,6.56,42.69,0.01,0.00,0.01,226.49,-132.50,45.00,0.06,-0.04,0.01,164.53,165.01,229.98,0.04,0.05,0.06,0.35,1.53,1.65,100.00,400.00,400.00,0.09,1.98,0.08
serial: dc:a6:32:89:f2:d0,2023-08-14 06:42,Normal,118.58,124.05,123.76,0.08,0.08,0.11,24.65,6.71,36.91,0.01,0.00,0.01,233.27,-131.76,43.53,0.06,-0.04,0.01,162.25,163.35,226.70,0.04,0.05,0.06,0.41,1.55,1.46,100.00,400.00,400.00,0.10,1.98,0.08
serial: dc:a6:32:89:f2:d0,2023-08-14 06:43,Normal,118.78,124.26,123.97,0.08,0.08,0.11,27.30,6.58,33.92,0.01,0.00,0.01,214.98,-128.81,50.46,0.06,-0.04,0.01,159.34,162.67,222.59,0.04,0.05,0.06,0.38,1.63,1.47,100.00,400.00,400.00,0.08,1.98,0.07
serial: dc:a6:32:89:f2:d0,2023-08-14 06:44,Normal,118.85,124.33,124.05,0.08,0.08,0.11,29.23,6.58,37.11,0.01,0.00,0.01,212.03,-129.10,49.43,0.06,-0.04,0.01,158.63,166.35,225.44,0.04,0.05,0.06,0.39,1.61,1.46,100.00,400.00,400.00,0.08,1.98,0.07
serial: dc:a6:32:89:f2:d0,2023-08-14 06:45,Normal,118.97,124.45,124.19,0.08,0.08,0.11,28.16,5.04,37.14,0.01,0.00,0.01,219.70,-130.88,40.72,0.06,-0.04,0.01,157.82,172.56,236.40,0.04,0.05,0.06,0.38,1.83,1.34,100.00,400.00,400.00,0.09,1.98,0.08
serial: dc:a6:32:89:f2:d0,2023-08-14 06:46,Normal,119.04,124.50,124.29,0.08,0.08,0.11,37.43,5.96,40.55,0.01,0.00,0.02,252.60,-120.55,33.64,0.07,-0.03,0.01,166.74,162.96,229.86,0.04,0.04,0.06,0.37,1.72,1.28,100.00,400.00,400.00,0.11,1.99,0.09
serial: dc:a6:32:89:f2:d0,2023-08-14 06:47,Normal,118.97,124.43,124.19,0.08,0.08,0.11,34.39,6.76,46.58,0.02,0.00,0.02,264.70,-126.15,18.15,0.07,-0.04,0.01,165.88,157.48,226.24,0.05,0.05,0.06,0.39,1.72,1.40,100.00,400.00,400.00,0.12,1.98,0.11
serial: dc:a6:32:89:f2:d0,2023-08-14 06:48,Normal,118.99,124.50,124.21,0.08,0.08,0.11,29.30,6.57,36.15,0.01,0.00,0.02,244.93,-125.12,30.39,0.07,-0.03,0.01,156.08,167.41,226.93,0.04,0.05,0.06,0.31,1.72,1.36,100.00,400.00,400.00,0.10,1.98,0.08
serial: dc:a6:32:89:f2:d0,2023-08-14 06:49,Normal,118.99,124.48,124.19,0.08,0.08,0.11,29.60,5.62,29.80,0.01,0.00,0.01,223.54,-120.69,47.07,0.06,-0.03,0.01,156.22,163.39,224.14,0.04,0.04,0.06,0.32,1.55,1.42,100.00,400.00,400.00,0.09,1.99,0.07
serial: dc:a6:32:89:f2:d0,2023-08-14 06:50,Normal,118.92,124.41,124.12,0.08,0.08,0.11,36.32,6.55,41.55,0.01,0.00,0.02,255.41,-122.32,24.05,0.07,-0.03,0.01,165.91,160.57,228.56,0.05,0.04,0.06,0.38,1.69,1.24,100.00,400.00,400.00,0.11,1.98,0.10
serial: dc:a6:32:89:f2:d0,2023-08-14 06:51,Normal,118.99,124.48,124.19,0.09,0.08,0.11,38.89,6.43,46.43,0.02,0.00,0.02,281.96,-120.10,14.75,0.08,-0.03,0.00,175.89,158.06,233.00,0.05,0.04,0.06,0.41,1.60,1.39,100.00,400.00,400.00,0.13,1.98,0.12
serial: dc:a6:32:89:f2:d0,2023-08-14 06:52,Normal,119.14,124.62,124.38,0.08,0.08,0.11,37.99,6.57,44.87,0.01,0.00,0.02,260.57,-126.60,23.90,0.07,-0.04,0.01,167.47,164.65,230.72,0.05,0.04,0.06,0.39,1.67,1.32,100.00,400.00,400.00,0.12,1.98,0.10
serial: dc:a6:32:89:f2:d0,2023-08-14 06:53,Normal,119.31,124.81,124.55,0.08,0.08,0.11,26.60,6.64,33.13,0.01,0.00,0.01,232.39,-126.15,37.18,0.06,-0.04,0.01,155.77,166.52,222.49,0.04,0.04,0.06,0.41,1.62,1.51,100.00,400.00,400.00,0.10,1.98,0.09
serial: dc:a6:32:89:f2:d0,2023-08-14 06:54,Normal,119.38,124.89,124.67,0.08,0.08,0.11,36.92,6.66,44.67,0.01,0.00,0.02,235.19,-126.45,32.17,0.07,-0.04,0.01,162.86,164.63,227.63,0.04,0.05,0.06,0.36,1.56,1.29,100.00,400.00,400.00,0.11,1.98,0.09
serial: dc:a6:32:89:f2:d0,2023-08-14 06:55,Normal,119.57,125.08,124.79,0.08,0.08,0.11,32.60,6.59,42.38,0.01,0.00,0.02,241.83,-125.56,29.80,0.07,-0.03,0.01,160.42,166.22,228.65,0.04,0.05,0.06,0.37,1.55,1.45,100.00,400.00,400.00,0.11,1.98,0.10
serial: dc:a6:32:89:f2:d0,2023-08-14 06:56,Normal,119.52,125.03,124.77,0.08,0.08,0.11,33.93,6.64,44.87,0.01,0.00,0.02,258.21,-127.04,22.72,0.07,-0.04,0.01,166.67,165.89,232.82,0.05,0.05,0.06,0.37,1.38,1.47,100.00,400.00,400.00,0.12,1.98,0.11
serial: dc:a6:32:89:f2:d0,2023-08-14 06:57,Normal,119.50,125.03,124.77,0.08,0.08,0.11,33.44,-4.00,37.70,0.01,0.00,0.02,251.27,-118.78,32.17,0.07,-0.03,0.01,162.90,161.52,233.94,0.04,0.04,0.06,0.41,1.53,1.47,100.00,400.00,400.00,0.11,2.00,0.09
serial: dc:a6:32:89:f2:d0,2023-08-14 06:58,Normal,119.45,124.96,124.69,0.08,0.08,0.11,31.36,6.73,37.78,0.01,0.00,0.02,232.24,-125.86,34.67,0.06,-0.03,0.01,157.23,163.19,220.74,0.04,0.05,0.06,0.38,1.65,1.31,100.00,400.00,400.00,0.10,1.98,0.09
serial: dc:a6:32:89:f2:d0,2023-08-14 06:59,Normal,119.50,125.01,124.77,0.08,0.08,0.11,22.57,2.88,28.24,0.01,0.00,0.01,209.08,-119.66,51.49,0.06,-0.03,0.01,153.88,167.81,224.29,0.04,0.05,0.06,0.37,1.50,1.27,100.00,400.00,400.00,0.08,2.00,0.07
serial: dc:a6:32:89:f2:d0,2023-08-14 07:00,Normal,119.50,125.01,124.74,0.08,0.08,0.11,27.87,5.04,27.13,0.01,0.00,0.01,222.95,-126.15,52.23,0.06,-0.04,0.01,160.44,167.60,228.51,0.04,0.05,0.06,0.36,1.61,1.52,100.00,400.00,400.00,0.08,1.99,0.07
serial: dc:a6:32:89:f2:d0,2023-08-14 07:01,Normal,119.62,125.15,124.91,0.08,0.08,0.11,31.66,6.46,37.48,0.01,0.00,0.01,237.11,-132.94,41.61,0.07,-0.04,0.01,164.35,175.14,233.63,0.04,0.05,0.06,0.38,1.64,1.56,100.00,400.00,400.00,0.10,1.98,0.08
serial: dc:a6:32:89:f2:d0,2023-08-14 07:02,Normal,119.81,125.32,125.10,0.08,0.08,0.11,27.33,4.77,33.79,0.01,0.00,0.01,210.99,-135.60,52.53,0.06,-0.04,0.01,154.26,175.63,232.19,0.04,0.05,0.06,0.43,1.61,1.38,100.00,400.00,400.00,0.09,1.98,0.07
serial: dc:a6:32:89:f2:d0,2023-08-14 07:03,Normal,119.64,125.18,124.94,0.08,0.08,0.11,17.30,4.63,22.88,0.01,0.00,0.01,222.06,-130.14,46.77,0.06,-0.04,0.01,154.19,167.38,222.27,0.04,0.05,0.06,0.44,1.72,1.26,100.00,400.00,400.00,0.09,1.98,0.07
serial: dc:a6:32:89:f2:d0,2023-08-14 07:04,Normal,119.67,125.20,124.96,0.08,0.08,0.11,18.51,6.72,24.76,0.01,0.00,0.01,220.88,-128.81,47.66,0.06,-0.04,0.01,156.37,171.18,224.34,0.04,0.05,0.06,0.39,1.59,1.66,100.00,400.00,400.00,0.09,1.98,0.07
serial: dc:a6:32:89:f2:d0,2023-08-14 07:05,Normal,119.57,125.08,124.89,0.08,0.08,0.11,25.23,6.76,32.20,0.01,0.00,0.01,217.49,-128.96,51.79,0.06,-0.04,0.01,155.39,170.40,227.26,0.04,0.05,0.06,0.43,1.69,1.65,100.00,400.00,400.00,0.09,1.98,0.07
serial: dc:a6:32:89:f2:d0,2023-08-14 07:06,Normal,119.60,125.13,124.89,0.08,0.08,0.11,35.03,6.43,41.80,0.01,0.00,0.02,237.55,-128.96,35.56,0.07,-0.04,0.01,165.12,170.09,232.61,0.04,0.05,0.06,0.38,1.56,1.43,100.00,400.00,400.00,0.10,1.99,0.09
serial: dc:a6:32:89:f2:d0,2023-08-14 07:07,Normal,119.60,125.10,124.89,0.08,0.08,0.11,29.35,5.93,29.65,0.01,0.00,0.01,229.14,-134.27,42.05,0.06,-0.04,0.01,153.63,174.18,229.58,0.04,0.05,0.06,0.35,1.66,1.49,100.00,400.00,400.00,0.10,1.98,0.08
serial: dc:a6:32:89:f2:d0,2023-08-14 07:08,Normal,119.57,125.06,124.86,0.08,0.08,0.11,28.02,2.29,34.37,0.01,0.00,0.01,224.57,-124.53,45.44,0.06,-0.03,0.01,154.94,164.21,227.62,0.04,0.05,0.06,0.39,1.61,1.27,100.00,400.00,400.00,0.10,1.99,0.08
serial: dc:a6:32:89:f2:d0,2023-08-14 07:09,Normal,119.57,125.10,124.86,0.08,0.08,0.11,28.11,6.73,34.27,0.01,0.00,0.01,222.21,-127.19,46.77,0.06,-0.04,0.01,154.88,174.60,227.89,0.04,0.05,0.06,0.39,1.85,1.58,100.00,400.00,400.00,0.09,1.99,0.07
serial: dc:a6:32:89:f2:d0,2023-08-14 07:10,Normal,119.67,125.18,124.96,0.08,0.08,0.11,25.72,-6.19,25.93,0.01,0.00,0.01,218.52,-125.12,47.07,0.06,-0.03,0.01,154.08,162.19,232.38,0.04,0.05,0.06,0.42,1.66,1.39,100.00,400.00,400.00,0.09,1.99,0.07
serial: dc:a6:32:89:f2:d0,2023-08-14 07:11,Normal,119.55,125.08,124.89,0.08,0.08,0.11,31.06,-1.83,37.75,0.01,0.00,0.01,235.49,-122.61,41.76,0.07,-0.03,0.01,162.94,162.35,235.14,0.04,0.05,0.06,0.33,1.58,1.54,100.00,400.00,400.00,0.09,2.00,0.07
serial: dc:a6:32:89:f2:d0,2023-08-14 07:12,Normal,119.52,125.03,124.79,0.08,0.08,0.11,25.69,6.01,34.01,0.01,0.00,0.01,225.60,-124.97,42.05,0.06,-0.03,0.01,155.87,171.13,226.71,0.04,0.05,0.06,0.43,1.69,1.44,100.00,400.00,400.00,0.09,1.99,0.08
serial: dc:a6:32:89:f2:d0,2023-08-14 07:13,Normal,119.52,125.01,124.79,0.08,0.08,0.11,29.53,1.19,32.38,0.01,0.00,0.01,241.68,-120.55,44.85,0.07,-0.03,0.01,161.54,164.02,230.54,0.04,0.04,0.06,0.38,1.77,1.32,100.00,400.00,400.00,0.10,1.98,0.08
serial: dc:a6:32:89:f2:d0,2023-08-14 07:14,Normal,119.43,124.94,124.74,0.08,0.08,0.11,25.97,6.57,29.68,0.01,0.00,0.01,220.44,-127.48,46.33,0.06,-0.04,0.01,157.80,167.03,222.85,0.04,0.05,0.06,0.38,1.57,1.53,100.00,400.00,400.00,0.09,1.99,0.07
serial: dc:a6:32:89:f2:d0,2023-08-14 07:15,Normal,119.38,124.89,124.67,0.08,0.08,0.11,26.85,6.62,34.79,0.01,0.00,0.01,216.90,-128.96,46.18,0.06,-0.04,0.01,155.51,164.27,223.30,0.04,0.05,0.06,0.45,1.51,1.32,100.00,400.00,400.00,0.08,1.98,0.08
