wifiMAC,time,Status,VRMS A,VRMS B,VRMS C,IRMS A,IRMS B,IRMS C,Active Power(W) A,Active Power(W) B,Active Power(W) C,Active Energy(WHR) A,Active Energy(WHR) B,Active Energy(WHR) C,Reactive Power(VAR) A,Reactive Power(VAR) B,Reactive Power(VAR) C,Reactive Energy(AHHR) A,Reactive Energy(AHHR) B,Reactive Energy(AHHR) C,Apparent Power(VA) A,Apparent Power(VA) B,Apparent Power(VA) C,Apparent Energy(VARHR) A,Apparent Energy(VARHR) B,Apparent Energy(VARHR) C,VTHD A,VTHD B,VTHD C,ITHD A,ITHD B,ITHD C,Power Factor A,Power Factor B,Power Factor C
serial: dc:a6:32:89:f2:d0,2023-08-14 07:16,Normal,119.33,124.81,124.60,0.08,0.08,0.11,30.43,1.52,29.42,0.01,0.00,0.01,226.04,-126.74,42.35,0.06,-0.04,0.01,162.28,164.30,231.95,0.04,0.05,0.06,0.40,1.67,1.32,100.00,400.00,400.00,0.09,1.98,0.08
serial: dc:a6:32:89:f2:d0,2023-08-14 07:17,Normal,119.14,124.60,124.41,0.08,0.08,0.11,34.29,6.66,44.36,0.01,0.00,0.02,255.41,-124.38,27.44,0.07,-0.03,0.01,166.92,157.14,227.13,0.05,0.04,0.06,0.36,1.83,1.52,100.00,400.00,400.00,0.11,1.98,0.10
serial: dc:a6:32:89:f2:d0,2023-08-14 07:18,Normal,119.09,124.57,124.38,0.08,0.08,0.11,27.22,6.48,33.92,0.01,0.00,0.02,246.85,-130.88,34.97,0.07,-0.04,0.01,159.33,166.20,228.01,0.04,0.05,0.06,0.41,1.77,1.25,100.00,400.00,400.00,0.11,1.98,0.09
serial: dc:a6:32:89:f2:d0,2023-08-14 07:19,Normal,119.09,124.55,124.33,0.08,0.07,0.11,35.38,6.71,43.10,0.01,0.00,0.01,235.78,-126.01,39.54,0.07,-0.04,0.01,163.73,155.68,222.73,0.04,0.04,0.06,0.36,1.65,1.44,100.00,400.00,400.00,0.10,1.98,0.08
serial: dc:a6:32:89:f2:d0,2023-08-14 07:20,Normal,119.02,124.48,124.26,0.08,0.08,0.11,30.89,6.63,37.75,0.01,0.00,0.02,234.75,-124.83,32.17,0.07,-0.03,0.01,160.57,162.56,224.26,0.04,0.04,0.06,0.40,1.64,1.36,100.00,400.00,400.00,0.10,1.98,0.09
serial: dc:a6:32:89:f2:d0,2023-08-14 07:21,Normal,118.97,124.45,124.21,0.08,0.08,0.11,32.68,6.24,43.64,0.01,0.00,0.01,235.93,-128.07,38.81,0.07,-0.04,0.01,164.18,161.18,228.23,0.04,0.05,0.06,0.38,1.54,1.22,100.00,400.00,400.00,0.10,1.98,0.09
serial: dc:a6:32:89:f2:d0,2023-08-14 07:22,Normal,118.95,124.45,124.19,0.08,0.08,0.11,32.08,6.33,41.29,0.01,0.00,0.02,258.80,-128.07,29.51,0.07,-0.04,0.01,164.41,164.93,230.79,0.05,0.05,0.06,0.35,1.61,1.43,100.00,400.00,400.00,0.12,1.98,0.10
serial: dc:a6:32:89:f2:d0,2023-08-14 07:23,Normal,118.85,124.31,124.09,0.08,0.08,0.11,31.95,5.86,35.86,0.01,0.00,0.01,234.01,-132.20,41.46,0.07,-0.04,0.01,157.62,177.32,233.64,0.04,0.05,0.06,0.39,1.76,1.49,100.00,400.00,400.00,0.10,1.98,0.08
serial: dc:a6:32:89:f2:d0,2023-08-14 07:24,Normal,118.83,124.33,124.09,0.08,0.08,0.11,33.16,6.42,36.15,0.01,0.00,0.02,245.67,-133.97,37.03,0.07,-0.04,0.01,159.83,173.66,232.50,0.04,0.05,0.06,0.41,1.54,1.59,100.00,400.00,400.00,0.10,1.98,0.08
serial: dc:a6:32:89:f2:d0,2023-08-14 07:25,Normal,118.80,124.29,124.05,0.08,0.08,0.11,21.76,4.29,22.62,0.01,0.00,0.01,214.24,-115.97,52.23,0.06,-0.03,0.01,154.33,169.18,226.84,0.04,0.04,0.06,0.37,1.61,1.20,100.00,400.00,400.00,0.09,2.00,0.06
serial: dc:a6:32:89:f2:d0,2023-08-14 07:26,Normal,118.85,124.33,124.09,0.08,0.08,0.11,27.88,5.63,26.62,0.01,0.00,0.01,211.73,-129.40,54.74,0.06,-0.04,0.02,155.91,172.36,225.73,0.04,0.05,0.06,0.40,1.57,1.65,100.00,400.00,400.00,0.08,1.98,0.06
serial: dc:a6:32:89:f2:d0,2023-08-14 07:27,Normal,118.90,124.38,124.14,0.08,0.08,0.11,27.25,2.02,32.63,0.01,0.00,0.01,236.96,-121.73,47.36,0.07,-0.03,0.01,155.54,164.65,229.61,0.04,0.05,0.06,0.37,1.59,1.62,100.00,400.00,400.00,0.10,2.00,0.07
serial: dc:a6:32:89:f2:d0,2023-08-14 07:28,Normal,118.92,124.41,124.17,0.08,0.08,0.11,22.76,4.20,27.28,0.01,0.00,0.01,224.86,-131.61,47.36,0.06,-0.04,0.01,158.16,172.25,230.19,0.04,0.05,0.06,0.37,1.67,1.45,100.00,400.00,400.00,0.09,1.98,0.08
serial: dc:a6:32:89:f2:d0,2023-08-14 07:29,Normal,118.92,124.38,124.14,0.08,0.08,0.11,27.00,4.00,24.81,0.01,0.00,0.01,234.31,-131.76,41.90,0.07,-0.04,0.01,154.62,166.27,228.26,0.04,0.05,0.06,0.32,1.53,1.34,100.00,400.00,400.00,0.10,1.99,0.08
serial: dc:a6:32:89:f2:d0,2023-08-14 07:30,Normal,118.85,124.33,124.09,0.08,0.08,0.11,24.75,6.72,29.78,0.01,0.00,0.01,210.85,-129.25,48.40,0.06,-0.04,0.01,151.98,171.94,224.90,0.04,0.05,0.06,0.39,1.54,1.26,100.00,400.00,400.00,0.08,1.98,0.07
serial: dc:a6:32:89:f2:d0,2023-08-14 07:31,Normal,118.97,124.45,124.21,0.08,0.08,0.11,29.34,6.34,38.86,0.01,0.00,0.01,209.52,-131.76,50.31,0.06,-0.04,0.01,157.17,168.32,229.24,0.04,0.05,0.06,0.38,1.54,1.24,100.00,400.00,400.00,0.08,1.98,0.07
serial: dc:a6:32:89:f2:d0,2023-08-14 07:32,Normal,119.09,124.60,124.36,0.08,0.08,0.11,28.50,-2.91,32.16,0.01,0.00,0.01,222.06,-127.92,48.10,0.06,-0.04,0.01,155.84,166.27,231.90,0.04,0.05,0.06,0.40,1.60,1.35,100.00,400.00,400.00,0.09,1.98,0.07
serial: dc:a6:32:89:f2:d0,2023-08-14 07:33,Normal,119.02,124.57,124.31,0.08,0.08,0.11,27.24,6.09,28.77,0.01,0.00,0.02,238.14,-130.88,31.72,0.07,-0.04,0.01,155.66,171.56,229.94,0.04,0.05,0.06,0.39,1.59,1.37,100.00,400.00,400.00,0.10,1.98,0.09
serial: dc:a6:32:89:f2:d0,2023-08-14 07:34,Normal,118.95,124.50,124.24,0.08,0.08,0.11,28.40,6.65,32.89,0.01,0.00,0.01,232.83,-129.10,36.30,0.06,-0.04,0.01,154.78,171.17,226.97,0.04,0.05,0.06,0.37,1.49,1.38,100.00,400.00,400.00,0.11,1.98,0.09
serial: dc:a6:32:89:f2:d0,2023-08-14 07:35,Normal,119.02,124.50,124.29,0.08,0.08,0.11,27.26,6.70,31.31,0.01,0.00,0.01,233.86,-124.83,37.18,0.06,-0.03,0.01,156.34,169.28,225.37,0.04,0.04,0.06,0.37,1.70,1.51,100.00,400.00,400.00,0.10,1.98,0.09
serial: dc:a6:32:89:f2:d0,2023-08-14 07:36,Normal,119.07,124.57,124.33,0.08,0.08,0.11,25.30,0.54,28.60,0.01,0.00,0.01,207.60,-124.38,48.54,0.06,-0.03,0.01,152.00,166.14,226.04,0.04,0.05,0.06,0.37,1.56,1.44,100.00,400.00,400.00,0.09,2.00,0.07
serial: dc:a6:32:89:f2:d0,2023-08-14 07:37,Normal,118.95,124.43,124.19,0.08,0.08,0.11,21.78,-16.69,28.08,0.01,-0.01,0.01,198.01,-84.55,74.07,0.06,-0.02,0.02,152.27,164.48,230.70,0.04,0.04,0.06,0.38,1.49,1.38,100.00,400.00,400.00,0.08,1.94,0.07
serial: dc:a6:32:89:f2:d0,2023-08-14 07:38,Normal,118.90,124.36,124.14,0.08,0.08,0.11,23.95,-2.31,27.86,0.01,-0.00,0.01,234.16,-109.33,45.59,0.07,-0.03,0.01,150.14,172.24,231.48,0.04,0.04,0.06,0.38,1.67,1.39,100.00,400.00,400.00,0.10,1.98,0.08
serial: dc:a6:32:89:f2:d0,2023-08-14 07:39,Normal,118.95,124.41,124.17,0.08,0.08,0.11,25.45,6.17,30.24,0.01,0.00,0.01,222.95,-132.35,46.92,0.06,-0.04,0.01,153.80,172.90,229.52,0.04,0.05,0.06,0.40,1.76,1.55,100.00,400.00,400.00,0.10,1.99,0.08
serial: dc:a6:32:89:f2:d0,2023-08-14 07:40,Normal,118.95,124.43,124.19,0.08,0.08,0.11,20.01,1.93,25.03,0.01,0.00,0.01,203.91,-126.74,52.08,0.06,-0.04,0.01,153.35,172.31,229.73,0.04,0.05,0.06,0.34,1.72,1.43,100.00,400.00,400.00,0.08,1.99,0.06
serial: dc:a6:32:89:f2:d0,2023-08-14 07:41,Normal,118.95,124.43,124.21,0.08,0.08,0.11,28.13,2.35,33.25,0.01,0.00,0.01,218.81,-127.04,41.17,0.06,-0.04,0.01,156.35,169.62,231.59,0.04,0.05,0.06,0.32,1.63,1.47,100.00,400.00,400.00,0.09,1.98,0.08
serial: dc:a6:32:89:f2:d0,2023-08-14 07:42,Normal,119.14,124.62,124.36,0.08,0.08,0.11,22.94,4.44,26.29,0.01,-0.00,0.01,210.99,-119.66,51.94,0.06,-0.03,0.01,151.72,176.22,231.15,0.04,0.05,0.06,0.43,1.62,1.26,100.00,400.00,400.00,0.08,2.00,0.07
serial: dc:a6:32:89:f2:d0,2023-08-14 07:43,Normal,119.23,124.69,124.48,0.08,0.08,0.11,28.99,6.57,30.31,0.01,0.00,0.01,230.17,-131.91,48.99,0.06,-0.04,0.01,158.40,173.27,227.60,0.04,0.05,0.06,0.40,1.72,1.25,100.00,400.00,400.00,0.10,1.98,0.07
serial: dc:a6:32:89:f2:d0,2023-08-14 07:44,Normal,119.31,124.79,124.60,0.08,0.09,0.11,30.50,5.95,35.43,0.01,0.00,0.01,227.52,-130.28,42.49,0.06,-0.04,0.01,156.86,178.67,234.85,0.04,0.05,0.06,0.38,1.75,1.39,100.00,400.00,400.00,0.10,1.99,0.08
serial: dc:a6:32:89:f2:d0,2023-08-14 07:45,Normal,119.38,124.84,124.65,0.08,0.08,0.11,31.11,0.31,38.51,0.01,-0.00,0.01,236.67,-115.53,44.26,0.07,-0.03,0.01,158.98,163.66,232.20,0.04,0.05,0.06,0.36,1.49,1.45,100.00,400.00,400.00,0.11,1.99,0.08
serial: dc:a6:32:89:f2:d0,2023-08-14 07:46,Normal,119.38,124.89,124.65,0.08,0.08,0.11,24.76,1.80,29.11,0.01,0.00,0.01,202.73,-124.53,51.94,0.06,-0.03,0.01,152.65,171.70,228.94,0.04,0.05,0.06,0.41,1.70,1.60,100.00,400.00,400.00,0.08,1.99,0.07
serial: dc:a6:32:89:f2:d0,2023-08-14 07:47,Normal,119.23,124.77,124.55,0.07,0.08,0.11,20.41,-3.85,23.50,0.01,0.00,0.01,208.63,-123.35,51.20,0.06,-0.03,0.01,146.54,172.90,229.20,0.04,0.05,0.06,0.44,1.76,1.63,100.00,400.00,400.00,0.08,2.00,0.06
serial: dc:a6:32:89:f2:d0,2023-08-14 07:48,Normal,119.23,124.74,124.53,0.08,0.08,0.11,28.34,-3.63,35.40,0.01,-0.00,0.01,232.83,-111.99,43.23,0.06,-0.03,0.01,153.06,160.36,229.26,0.04,0.05,0.06,0.39,1.60,1.39,100.00,400.00,400.00,0.10,1.99,0.08
serial: dc:a6:32:89:f2:d0,2023-08-14 07:49,Normal,119.19,124.69,124.45,0.08,0.08,0.11,29.50,6.31,34.60,0.01,0.00,0.01,234.16,-132.06,39.99,0.07,-0.04,0.01,157.23,174.22,232.62,0.04,0.05,0.06,0.38,1.65,1.33,100.00,400.00,400.00,0.10,1.98,0.08
serial: dc:a6:32:89:f2:d0,2023-08-14 07:50,Normal,119.02,124.50,124.29,0.08,0.08,0.11,27.94,2.15,30.76,0.01,0.00,0.01,242.72,-127.63,38.36,0.07,-0.04,0.01,153.27,176.55,232.93,0.04,0.05,0.06,0.39,1.59,1.56,100.00,400.00,400.00,0.11,1.99,0.08
serial: dc:a6:32:89:f2:d0,2023-08-14 07:51,Normal,119.14,124.67,124.43,0.07,0.08,0.11,23.05,1.84,25.60,0.01,0.00,0.01,208.63,-129.99,46.48,0.06,-0.04,0.01,146.46,171.91,229.93,0.04,0.05,0.06,0.40,1.58,1.47,100.00,400.00,400.00,0.09,1.98,0.07
serial: dc:a6:32:89:f2:d0,2023-08-14 07:52,Normal,119.16,124.69,124.43,0.08,0.08,0.11,15.55,-7.38,16.93,0.01,-0.01,0.01,192.11,-93.10,70.82,0.05,-0.03,0.02,151.92,166.68,231.41,0.04,0.05,0.06,0.39,1.55,1.46,100.00,400.00,400.00,0.07,1.95,0.05
serial: dc:a6:32:89:f2:d0,2023-08-14 07:53,Normal,119.09,124.65,124.38,0.08,0.08,0.11,20.62,-0.69,23.49,0.01,-0.00,0.01,199.78,-115.23,65.66,0.06,-0.03,0.02,154.08,176.24,237.55,0.04,0.05,0.07,0.37,1.69,1.37,100.00,400.00,400.00,0.08,1.98,0.05
serial: dc:a6:32:89:f2:d0,2023-08-14 07:54,Normal,119.33,124.86,124.62,0.08,0.08,0.11,22.18,-0.69,29.60,0.01,0.00,0.01,205.09,-131.47,61.23,0.06,-0.04,0.02,156.92,170.64,234.92,0.04,0.05,0.06,0.41,1.63,1.56,100.00,400.00,400.00,0.08,1.99,0.06
serial: dc:a6:32:89:f2:d0,2023-08-14 07:55,Normal,119.40,124.94,124.67,0.08,0.08,0.11,22.92,2.56,27.14,0.01,0.00,0.01,231.80,-135.15,41.02,0.06,-0.04,0.01,156.17,174.26,232.16,0.04,0.05,0.06,0.37,1.57,1.29,100.00,400.00,400.00,0.10,1.98,0.08
serial: dc:a6:32:89:f2:d0,2023-08-14 07:56,Normal,119.45,124.98,124.72,0.08,0.08,0.11,24.60,6.94,33.22,0.01,0.00,0.01,214.98,-132.35,44.85,0.06,-0.04,0.01,152.38,175.31,226.99,0.04,0.05,0.06,0.40,1.56,1.47,100.00,400.00,400.00,0.09,1.98,0.07
serial: dc:a6:32:89:f2:d0,2023-08-14 07:57,Normal,119.35,124.84,124.60,0.08,0.08,0.11,23.63,4.97,28.91,0.01,0.00,0.01,214.53,-129.69,46.63,0.06,-0.04,0.01,154.14,170.57,229.22,0.04,0.05,0.06,0.42,1.80,1.31,100.00,400.00,400.00,0.08,1.99,0.06
serial: dc:a6:32:89:f2:d0,2023-08-14 07:58,Normal,119.40,124.91,124.69,0.08,0.08,0.11,31.46,1.77,32.11,0.01,0.00,0.01,239.77,-121.28,39.40,0.07,-0.03,0.01,159.37,166.34,231.75,0.04,0.05,0.06,0.38,1.58,1.49,100.00,400.00,400.00,0.10,2.00,0.08
serial: dc:a6:32:89:f2:d0,2023-08-14 07:59,Normal,119.60,125.08,124.89,0.08,0.08,0.11,30.72,6.56,37.03,0.01,0.00,0.02,244.78,-130.14,36.15,0.07,-0.04,0.01,160.26,174.31,235.97,0.04,0.05,0.06,0.41,1.72,1.33,100.00,400.00,400.00,0.11,1.98,0.09
serial: dc:a6:32:89:f2:d0,2023-08-14 08:00,Normal,119.62,125.13,124.86,0.08,0.08,0.11,38.63,6.71,46.22,0.01,0.00,0.02,243.75,-122.32,37.92,0.07,-0.03,0.01,163.68,175.33,239.81,0.04,0.05,0.06,0.37,1.77,1.58,100.00,400.00,400.00,0.11,1.99,0.08
serial: dc:a6:32:89:f2:d0,2023-08-14 08:01,Normal,119.88,125.39,125.15,0.08,0.08,0.11,26.55,6.78,34.74,0.01,0.00,0.01,227.37,-128.37,37.33,0.06,-0.04,0.01,154.76,168.17,227.84,0.04,0.05,0.06,0.34,1.76,1.46,100.00,400.00,400.00,0.09,1.98,0.08
serial: dc:a6:32:89:f2:d0,2023-08-14 08:02,Normal,120.05,125.61,125.34,0.08,0.08,0.11,31.19,6.86,42.52,0.01,0.00,0.02,232.54,-125.12,37.18,0.06,-0.03,0.01,162.89,166.51,229.71,0.04,0.05,0.06,0.41,1.48,1.42,100.00,400.00,400.00,0.10,1.98,0.09
serial: dc:a6:32:89:f2:d0,2023-08-14 08:03,Normal,120.08,125.61,125.37,0.08,0.08,0.11,24.34,4.89,32.07,0.01,0.00,0.01,213.06,-130.43,47.66,0.06,-0.04,0.01,153.53,175.61,231.74,0.04,0.05,0.06,0.40,1.70,1.40,100.00,400.00,400.00,0.09,1.98,0.07
serial: dc:a6:32:89:f2:d0,2023-08-14 08:04,Normal,118.63,124.09,123.85,0.08,0.08,0.11,28.59,5.35,32.81,0.01,0.00,0.01,234.16,-127.92,41.31,0.07,-0.04,0.01,159.05,170.56,230.86,0.04,0.05,0.06,0.36,1.47,1.37,100.00,400.00,400.00,0.10,1.98,0.08
serial: dc:a6:32:89:f2:d0,2023-08-14 08:05,Normal,118.73,124.17,123.92,0.08,0.08,0.11,24.46,6.31,29.90,0.01,0.00,0.01,227.22,-133.53,47.66,0.06,-0.04,0.01,157.53,173.32,230.92,0.04,0.05,0.06,0.42,1.67,1.66,100.00,400.00,400.00,0.09,1.98,0.07
serial: dc:a6:32:89:f2:d0,2023-08-14 08:06,Normal,118.68,124.14,123.92,0.08,0.08,0.11,21.06,5.98,24.04,0.01,0.00,0.01,214.24,-130.88,60.49,0.06,-0.04,0.02,158.27,166.54,226.00,0.04,0.05,0.06,0.41,1.65,1.60,100.00,400.00,400.00,0.08,1.98,0.06
serial: dc:a6:32:89:f2:d0,2023-08-14 08:07,Normal,118.66,124.09,123.88,0.08,0.08,0.11,26.76,6.75,33.06,0.01,0.00,0.01,201.11,-130.58,59.90,0.06,-0.04,0.02,158.06,162.83,220.68,0.04,0.05,0.06,0.46,1.65,1.50,100.00,400.00,400.00,0.07,1.98,0.06
serial: dc:a6:32:89:f2:d0,2023-08-14 08:08,Normal,118.63,124.09,123.88,0.08,0.08,0.11,29.14,6.67,26.91,0.01,0.00,0.01,215.27,-129.84,54.45,0.06,-0.04,0.02,159.30,169.58,225.62,0.04,0.05,0.06,0.37,1.53,1.43,100.00,400.00,400.00,0.08,1.98,0.06
serial: dc:a6:32:89:f2:d0,2023-08-14 08:09,Normal,118.66,124.12,123.90,0.08,0.08,0.11,38.01,6.62,40.59,0.01,0.00,0.02,244.78,-128.51,33.20,0.07,-0.04,0.01,164.08,169.16,227.09,0.04,0.05,0.06,0.40,1.84,1.62,100.00,400.00,400.00,0.10,1.98,0.08
serial: dc:a6:32:89:f2:d0,2023-08-14 08:10,Normal,118.78,124.24,124.00,0.08,0.08,0.11,34.90,6.50,41.66,0.01,0.00,0.02,261.46,-123.79,24.20,0.07,-0.03,0.01,162.40,169.38,233.05,0.05,0.04,0.06,0.37,1.66,1.31,100.00,400.00,400.00,0.12,1.98,0.10
serial: dc:a6:32:89:f2:d0,2023-08-14 08:11,Normal,118.99,124.43,124.21,0.08,0.08,0.11,27.71,6.71,33.14,0.01,0.00,0.02,242.13,-125.42,30.25,0.07,-0.03,0.01,154.15,168.15,223.93,0.04,0.05,0.06,0.42,1.78,1.46,100.00,400.00,400.00,0.11,1.98,0.10
serial: dc:a6:32:89:f2:d0,2023-08-14 08:12,Normal,118.61,124.02,123.80,0.08,0.08,0.11,27.47,6.46,32.44,0.01,0.00,0.02,239.47,-122.76,34.08,0.07,-0.03,0.01,154.97,164.87,222.27,0.04,0.04,0.06,0.44,1.83,1.35,100.00,400.00,400.00,0.10,1.98,0.09
serial: dc:a6:32:89:f2:d0,2023-08-14 08:13,Normal,118.61,124.02,123.80,0.08,0.08,0.11,28.38,6.60,36.98,0.01,0.00,0.02,231.65,-123.50,32.17,0.06,-0.03,0.01,157.09,163.76,226.86,0.04,0.04,0.06,0.43,1.87,1.66,100.00,400.00,400.00,0.10,1.98,0.09
serial: dc:a6:32:89:f2:d0,2023-08-14 08:14,Normal,118.66,124.05,123.83,0.08,0.08,0.11,36.96,6.67,45.60,0.01,0.00,0.02,255.26,-121.28,24.05,0.07,-0.03,0.01,167.83,160.03,227.89,0.05,0.04,0.06,0.40,1.78,1.51,100.00,400.00,400.00,0.11,1.98,0.10
serial: dc:a6:32:89:f2:d0,2023-08-14 08:15,Normal,118.58,124.00,123.80,0.08,0.08,0.11,29.31,-4.78,36.78,0.01,0.00,0.02,240.50,-124.53,34.82,0.07,-0.03,0.01,159.93,165.12,235.66,0.04,0.05,0.06,0.39,1.72,1.73,100.00,400.00,400.00,0.10,1.99,0.09
serial: dc:a6:32:89:f2:d0,2023-08-14 08:16,Normal,118.54,123.97,123.78,0.08,0.08,0.11,28.82,1.12,29.58,0.01,-0.00,0.01,227.81,-116.86,44.71,0.06,-0.03,0.01,158.51,168.42,227.87,0.04,0.04,0.06,0.43,1.85,1.55,100.00,400.00,400.00,0.09,1.99,0.08
serial: dc:a6:32:89:f2:d0,2023-08-14 08:17,Normal,118.42,123.85,123.64,0.08,0.08,0.11,21.15,5.67,24.99,0.01,0.00,0.01,203.47,-130.58,52.53,0.06,-0.04,0.01,151.66,172.58,226.26,0.04,0.05,0.06,0.43,1.94,1.61,100.00,400.00,400.00,0.07,1.98,0.06
serial: dc:a6:32:89:f2:d0,2023-08-14 08:18,Normal,118.46,123.90,123.71,0.08,0.08,0.11,9.10,4.53,8.91,0.00,0.00,0.00,162.89,-136.33,83.81,0.05,-0.04,0.02,151.45,173.73,230.10,0.04,0.05,0.06,0.40,1.87,1.66,100.00,400.00,400.00,0.03,1.98,0.03
serial: dc:a6:32:89:f2:d0,2023-08-14 08:19,Normal,118.56,124.00,123.78,0.08,0.08,0.11,23.61,1.41,28.94,0.01,0.00,0.01,225.60,-124.38,41.17,0.06,-0.03,0.01,150.52,173.56,233.09,0.04,0.05,0.06,0.43,1.80,1.60,100.00,400.00,400.00,0.10,1.99,0.08
